niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables,cluster_kmeans
6e,Fille,2,1,1,1,1,1,1,2,"['interaction', 'égalité', 'considération', 'humanité']",['art et culture'],['aucun'],[],"[""sortie d'intégration"", 'ccc', ""cours d'arabe""]",[],[],[],2
6e,Fille,2,1,2,2,1,1,1,2,"['respect', 'gentillesse']",['art et culture'],['aucun'],"['activités', 'gentillesse']","[""sortie d'intégration""]",[],['ccc'],['salle de classe'],2
6e,Garçon,3,2,3,0,3,2,2,2,[],[],[],"['emplois', 'casiers']",[],[],[],[],0
6e,Fille,2,2,3,0,3,2,2,3,[],[],[],"['temps', 'manger']",[],[],['classe'],[],3
6e,Garçon,2,2,2,2,1,1,1,2,[],['sport'],['classe'],['clime'],"['la cour', 'fin des cours']",[],[],['salle de classe'],2
6e,Fille,2,2,2,2,1,1,1,2,"['écoute', 'bienveillance', 'respect', 'espaces']",['projet pédagogiques'],['infirmerie'],['fontaines'],[],[],"['ccc', 'coin']",['recrée'],2
6e,Garçon,1,0,3,2,0,0,1,3,"['écoute', 'dialogue', 'respect', 'discussion']","['sport', 'art et culture']","['que', 'perm', 'prison']",['salle de classe'],['kahoot'],['observation'],['recree'],['perm'],1
6e,Fille,3,2,3,2,2,2,2,3,"['confiance', 'respect']","['MUN', 'art et culture']","['salle de classe', 'la cour']",['respect'],[],[],[],[],0
6e,Garçon,2,1,2,0,2,1,1,2,['aucun'],[],[],"['sortie', 'devoirs', 'éval', 'heure', 'cantine', 'pc']","['jouer', 'sortie']","['évaluation', 'devoirs']",['cantine'],['classe'],3
5e,Garçon,3,2,3,2,2,1,0,3,['aucun'],['sport'],['aucun'],['pause'],['vacances'],"[""reprise de l'école""]",[],[],2
5e,Fille,2,1,2,1,1,2,2,2,[],[],[],"['toilettes', 'vie scolaire', 'cantine']","['fin des cours', 'vacances', 'professeurs absents', 'heures de repas']","['permanence fermée', 'vie scolaire remplie']",[],[],3
6e,Garçon,1,1,1,1,2,1,2,1,[],"['projet pédagogiques', 'environnement et solidarité']",[],['environnement'],[],[],['salle de classe'],['la cour'],3
5e,Garçon,2,2,2,2,1,0,1,2,[],['sport'],[],['horaires'],"['la cour', 'cantine']",['évaluation'],"['la cour', 'cantine']",['permanence'],2
5e,Fille,2,2,2,2,1,1,1,2,"['liberté', 'expression', 'dialogue']","['sport', ""vie de l'établissement""]","['la cour', 'cantine']","['liberté', 'heures']","['repos', 'discussion']",['évaluation'],['médiathèque'],['salles de classe'],2
5e,Fille,3,3,3,2,3,3,3,3,['aucun'],"[""vie de l'établissement""]",[],['aucun'],['la cour'],[],['la cour'],[],0
5e,Garçon,2,0,3,0,1,1,0,0,[],[],[],[],['pause'],[],['recre'],['classe'],1
5e,Garçon,1,0,2,0,0,0,0,0,[],[],[],"['temps', 'pause']",['sortie à 17h00'],"[""cours d'anglais""]",['chez moi'],[],1
5e,Fille,1,2,2,1,1,1,1,2,"['attente', 'écoute', 'considération']",['art et culture'],['classe'],"['parasols', 'intimité']","['pause', 'récréation']","[""cours d'arabe""]",['cantine'],['salle de classe'],2
6e,Garçon,1,1,0,0,1,1,1,2,[],[],[],['foot'],['heures de pause'],['heures de cours'],['cantine'],['salle de classe'],1
5e,Fille,3,3,3,1,2,2,2,3,[],"[""vie de l'établissement""]",[],['aucun'],"['la cour', 'pauses méridienne', 'quelques cours']",['cours avec quelques profs'],"['la cour', 'ccc', 'cantine']","['salle de classe', 'permanence']",0
5e,Fille,2,0,3,3,1,2,1,3,[],['sport'],['la cour'],['horaire'],['technologie'],[],['la cour'],[],2
5e,Fille,2,2,3,2,2,2,2,3,[],['sport'],['aucun'],['horaire'],['récréation'],['7h45'],"['ccc', 'classe']",[],0
3e,Fille,2,1,1,0,2,2,1,2,['aucun'],[],[],[],[],[],[],[],3
5e,Garçon,3,2,3,1,1,1,2,2,"['écoute', 'respect', 'discussion', 'confiance', 'dialogue']",['MUN'],[],['horaires'],['cantine'],[],['classe'],['piscine'],0
4e,Garçon,1,0,1,2,0,0,1,0,['aucun'],['sport'],[],"['écoute', 'croire']",['jsp'],['classe'],['classe'],['salle de classe'],1
5e,Garçon,1,1,1,0,2,1,1,2,"['inspection', 'harcèlement']",[],['la cour'],"['panier', 'caméras', 'écouter', 'harcèlement', 'puni']",['quand on me laisse tranquille'],"['on me dit tais toi', ""on dit n'importe quoi""]",['la cour'],[],3
5e,Garçon,1,1,2,0,1,0,1,0,"['écoute', 'respect']",[''],['aucun'],"['sanctions', 'enfants']",[],['rejetée'],[],[],1
6e,Garçon,1,0,1,1,0,0,0,1,"['calme', 'respect', 'écoute']",['art et culture'],[],[],['cantine'],['salle de classe'],['maison'],['dentiste'],1
6e,Fille,2,2,2,2,2,2,2,2,"['écoute', 'attention', 'avis']",['sport'],[],"['foyer', 'jeux', 'cantine', 'options', 'ateliers', 'lecture', 'crochet', 'fontaines', 'eau']",['heures creuses'],['rencontres parents professeur'],"['ccc', 'détente']",['foyer'],0
5e,Fille,2,0,0,2,2,1,0,2,[],['MUN'],[],[],['temps libres'],['classe'],['classe'],['salle de classe'],1
6e,Fille,1,1,1,0,1,1,1,1,['écoute'],[],[],['cantine'],"['amie', 'crochet']",['aucun'],['ccc'],[],1
5e,Fille,2,2,3,0,1,0,1,2,"['confiance', 'dialogue', 'compréhension']",[],[],"['emploi', 'cartable', 'devoir', 'dress', 'climatisation', 'chauffage', 'récréation', 'cantine', 'vie']","['la cour', 'cantine', 'heures creuses']","['évaluation', 'journée interminable', 'une seule heure pour manger', 'dress code', 'pas de climatisation', 'récréations trop courtes', 'vie scolaire vide', 'longue queue', 'surcharge de devoirs', 'cartable trop lourd']","['médiathèque', 'la cour']",['salle de classe'],3
5e,Fille,1,1,0,1,2,1,0,1,"['droits', 'demande']",['sport'],[],"['fontaines', 'ascenseur', 'badges', 'capuche', 'toilettes', 'parasols', 'bancs', 'climatiseurs', 'gel']",[],['cours avec mr. erridda'],"['la cour', 'cantine', 'médiathèque', 'bibliothèque']","['salle de classe', 'toilettes']",1
6e,Garçon,2,1,0,0,1,0,1,1,['compréhension'],[],[],"['surveillant', 'compréhensif']",['pause'],['classe'],"['terrain', 'foyer']","['ccc', 'permanence']",3
6e,Fille,3,1,2,2,3,1,3,3,"['partage', 'information', 'choix']","['art et culture', ""vie de l'établissement""]","['partout', 'la cour']","['budget', 'pôle', 'artistique', 'permanence']","['chorale', 'midi', 'la cour']",['avant les évaluations'],"['ccc', 'salle de classe']",['perme'],0
6e,Garçon,2,1,1,1,1,1,1,2,"['autonomie', 'écoute']",['sport'],[],['devoirs'],"['fin du cours', 'fin de la journée']","['début du cours', 'début de la journée']","['permanence', 'salle de classe']","['ccc', 'extérieur']",2
4e,Fille,2,0,0,0,1,2,1,2,[],[],[],[],[],[],[],[],1
5e,Fille,2,2,3,3,2,2,3,3,[],"['MUN', 'sport']",[],['vêtements'],"['la cour', 'pause']",[],['ccc'],['permanences'],0
5e,Garçon,2,1,2,1,1,2,2,3,[],['art et culture'],['aucun'],"['bagarres', 'sanction', 'plats', 'cantine', 'tacos']",['amis'],['évaluation'],"['plateaux', 'la cour']",[],3
5e,Garçon,2,2,1,2,0,2,1,2,[],['sport'],[],[],['as'],['évaluation'],[],[],2
5e,Garçon,0,0,0,2,1,1,0,3,['calme'],[],[],[],[],[],[],[],1
5e,Garçon,2,1,3,2,0,1,1,1,[],[],[],[],[],[],[],[],2
5e,Garçon,2,2,3,2,3,1,2,2,[],['MUN'],[],[],[],[],[],[],0
6e,Fille,2,3,3,2,3,2,2,2,[],"['art et culture', 'projet pédagogiques']",['la cour'],"['jeu', 'trampoline', 'activité']",[],[],"['ccc', 'permanence']",[],0
5e,Fille,2,1,2,0,1,1,1,2,[],[],['psy'],[],['avec mes amies'],[],[],[],3
5e,Garçon,3,1,3,2,2,1,3,3,[],['sport'],[],[],[],[],[],[],0
5e,Fille,3,3,3,3,3,3,3,3,[],[],[],[],[],[],[],[],0
5e,Garçon,2,3,1,2,1,1,1,2,['gentillesse'],['sport'],[],['gentillesse'],[],['harcèlement'],['la cour'],[],2
5e,Fille,2,2,2,2,2,2,1,2,['écoute'],[],['aucun'],['aucun'],[],[],"['salle de détente', 'ccc']",['la cour'],2
4e,Garçon,1,2,1,1,1,2,1,2,"['calme', 'compréhension']",['environnement et solidarité'],[],[],[],[],[],[],2
5e,Garçon,3,1,2,0,0,1,1,2,['aucun'],[],['cpe'],"['aed', 'vie scolaire']",['cantine'],['jeudi après-midi'],['cantine'],[],3
5e,Garçon,1,0,3,1,1,2,0,2,['gentillesse'],[],['aucun'],['sanctions'],['fin'],['maths'],['la cour'],['salle de classe'],1
5e,Garçon,0,0,0,3,0,0,0,0,[],['sport'],[],['aucun'],[],"[""cours d'espagnol""]",[],[],1
5e,Fille,2,2,1,2,3,1,2,3,[],['sport'],['classe'],['aucun'],['classe'],['classe'],[],[],0
5e,Garçon,2,1,2,3,2,2,0,1,[],['sport'],"['surveillants', 'cpe']","['téléphones', 'cantine']",['jeu balle mousse'],[],['classe'],[],2
6e,Garçon,2,2,1,3,2,2,1,3,[],['art et culture'],[],['temps'],[],[],"['ccc', 'foyer']",[],2
5e,Fille,2,1,2,0,2,2,2,2,"['communication', 'expression', 'confiance', 'écoute']",[],[],[],"[""s'exprimer""]",['heure creuse'],"['ccc', 'salle de classe']",['salle de classe'],3
5e,Fille,3,2,2,1,2,2,2,3,[],"['art et culture', 'sport']",['la cour'],['aucun'],"['la cour', 'cantine']",['cours de 2 heures'],['ccc'],['la cour'],0
5e,Garçon,1,0,2,0,0,0,0,0,['équité'],[],[],"['écoute', 'sévère', 'favoritisme', 'indulgent', 'punitions', 'bêtises']",['jouer au foot'],"['classe', 'profs', 'svt']",['couloir'],[],1
5e,Fille,2,1,2,1,0,0,1,1,"['compréhension', 'écoute']",['sport'],['aucun'],"['badges', 'bancs', 'clime']","[""travail en s'amusant"", 'sorties', 'voyages']","['interdiction de bavarder', 'silence']",['permanence'],['salle de classe'],1
6e,Fille,2,2,2,0,1,1,0,2,[],[],[],"['règles', 'gentillesse']",['famille'],"['établissement', 'stress', 'évaluation']",['maison'],['école'],3
5e,Garçon,2,0,2,0,1,1,0,2,[],[],[],"['horaires', 'devoirs', 'temps']","['départ', 'discussion avec amis']",['expression difficile'],[],[],1
5e,Garçon,2,0,2,0,0,1,1,2,[],[],[],['retard'],['jouer au foot'],"['être en retard', 'prof']",[],[],1
5e,Fille,3,2,3,1,3,3,3,3,[],['sport'],[],"['vêtements', 'saison']","['avec mes amies', 'avec ma cousine']",['évaluation'],['ccc'],[],0
5e,Fille,2,1,1,0,1,1,1,1,[],[],[],"['climatisation', 'emploi du temps']",['heures creuses'],"['salles de chimie', 'svt', 'art plastique', 'tabourets']",['permanence'],['salle de classe'],3
6e,Garçon,3,3,2,1,2,2,2,3,[],['sport'],"['recreation', 'cantine', 'salle de classe']",[],[],[],[],[],0
5e,Garçon,2,1,2,0,2,0,1,2,"['chaleur', 'ouverture']",[],[],['aucun'],"['récréation', 'heures creuses']",[],['foyer'],[],3
6e,Garçon,2,2,2,3,3,2,1,2,['aucun'],['sport'],['aucun'],['climatisation'],['amis'],[],['c107'],['c207'],0
5e,Fille,2,1,1,1,1,0,1,2,[],,[],[],[],[],[],[],3
5e,Garçon,2,2,3,2,1,2,1,2,[],['MUN'],[],"['clim', 'téléphones']",['la cour'],['classe'],['médiathèque'],['salle de classe'],2
5e,Garçon,3,2,2,0,1,2,1,2,"['surveillant', 'gentillesse']",['sport'],[],['journées'],['la cour'],['finit à 17h'],"['la cour', 'terrain']",['permanence'],3
6e,Fille,2,2,3,0,1,2,0,2,[],[],['partout'],"['repas', 'cantine']",['la cour'],['salle de classe'],[],[],3
6e,Fille,2,3,3,2,1,2,1,2,[],[],[],['téléphone'],['rigole'],[],[],[],2
6e,Garçon,2,1,2,1,0,2,0,3,"['jeux', 'apprendre']",['art et culture'],['aucun'],"['amusements', 'balançoires', 'toboggans', 'accompagnement', 'nourriture', 'tajines', 'place', 'pc', 'extérieur']",[],"['matin', 'petit déjeuner', 'première heure']",['ccc'],['permanence'],1
5e,Fille,2,2,3,0,2,2,1,2,[],['MUN'],['salle de classe'],[],[],['salle de classe'],['permanence'],[],3
5e,Garçon,2,1,2,0,2,2,0,1,['confiance'],[],[],"['fontaine', 'eau', 'climatisation']",['sortie scolaire'],"['menu de la cantine', 'fontaine lente']",[],[],3
5e,Fille,2,2,2,0,2,2,1,2,['aucun'],[],[],"['emploi', 'devoirs']",['récréation'],[],['terrain'],[],3
5e,Garçon,2,1,3,3,1,0,1,2,['confiance'],[],[],[],"['sorties scolaires', 'voyages', 'kahoot']",['pas de téléphone'],['ccc'],['permanence'],2
6e,Fille,2,2,3,0,1,2,1,1,['aucun'],"['art et culture', 'projet pédagogiques']",[],['aucun'],['rien faire'],['classe'],['ccc'],['salle de classe'],3
5e,Garçon,1,1,1,0,1,1,0,2,['compréhension'],[],[],"['toilette', 'devoirs', 'classe']","['la cour', 'permanence', 'pause du midi']","['rentrée', 'travail', 'devoirs']",['recré'],['salle de classe'],1
5e,Fille,2,2,3,1,2,2,1,3,['respect'],[],[],"['horaires', 'devoirs', 'toilettes', 'propreté', 'temps', 'téléphone']",['finir tôt'],['travailler trop'],['la cour'],['permanence'],3
5e,Fille,2,1,3,0,2,2,1,2,['aucun'],"[""vie de l'établissement""]",['cpe'],"['climatisation', 'eau', 'fontaines']",['blooket'],['évaluation'],['foyer'],[],3
5e,Garçon,1,0,1,2,1,0,0,0,[],"[""vie de l'établissement""]",[],['climatisation'],['kahoot'],['évaluation'],['ccc'],['salle de classe'],1
6e,Fille,2,1,1,2,1,1,2,2,['respect'],['art et culture'],[],['cpe'],[],[],[],[],2
6e,Fille,2,2,3,2,2,2,1,2,['activités'],"[""vie de l'établissement""]",[],"['activité', 'thème', 'salle de classe']",['classe calme'],['cantine bondée'],"['salle de classe', 'récréation']",[],2
6e,Garçon,3,2,3,0,1,2,2,3,"['votes', 'décisions']",['projet pédagogiques'],[],"['cuisine', 'cantine']",['famille'],"['école', 'contrôles', 'réveil tôt']","['ccc', 'salle de classe']",[],3
6e,Fille,3,3,3,3,2,3,3,3,"['dialogue', 'confiance']",[],['aucun'],[],['travail'],[],"['la cour', 'ccc', 'salle de classe']",[],0
5e,Fille,2,2,3,2,1,0,2,3,[],[],['classe'],['aucun'],"['projets', 'travailler en groupe']",[],"['ccc', 'la cour']",[],2
3e,Garçon,3,3,3,2,1,2,1,2,"['considération', 'écoute', 'avis', 'sentiments']",[],[],"['sommeil', 'activités']",['amis'],"['profs', 'manque de respect', 'émotions ignorées']",['recree'],[],2
6e,Garçon,3,2,3,0,3,3,2,2,[],[],[],[],[],[],[],[],0
6e,Fille,2,2,3,3,1,2,2,3,['aucun'],[],['cour de récréation'],['aucun'],['touts les moments'],[],['aucun'],['aucun'],2
5e,Fille,1,1,1,3,0,1,0,1,"['confiance', 'amitié']","['environnement et solidarité', 'art et culture']",[],['aucun'],['rire'],"['évaluation', 'cris']",['ccc'],['classe'],1
5e,Garçon,2,3,2,3,2,2,1,2,[],"['MUN', ""vie de l'établissement"", 'art et culture']",['aucun'],"['obligations', 'téléphone', 'services', 'toilettes', 'fontaine']",['aucun'],['aucun'],['salle de classe'],[],0
6e,Fille,2,2,2,2,2,2,1,2,['aucun'],['sport'],['as'],['aucun'],"['nationaux', 'compète']",[],"['ccc', 'plateau sportif']",[],2
6e,Garçon,2,2,2,2,3,2,2,2,[],[],[],['aucun'],[],[],[],[],0
5e,Garçon,2,2,2,2,3,3,1,2,"['respect', 'politesse']","['sport', 'art et culture', 'MUN']",['la cour'],"['clims', 'cantine', 'bousculons']",['cour avec mes amis'],[],"['la cour', 'salle de classe']",['salle de classe'],0
6e,Garçon,3,2,3,0,2,2,2,3,[],"[""vie de l'établissement""]","['salle de classe', 'la cour']",['basket'],['dernier cours avant les vacances'],['évaluation'],"['classe', 'terrain', 'cantine']",[],3
6e,Garçon,0,0,2,1,0,1,0,0,"['égalité', 'respect', 'écoute', 'communication']",[],['aucun'],['écoute'],[],[],"['récréation', 'salle de classe']",[],1
6e,Garçon,1,1,1,1,1,1,0,0,"['compréhension', 'liberté']","[""vie de l'établissement""]",[],['aucun'],['jouer au football'],[],['ferme'],[],1
6e,Garçon,2,1,1,1,1,1,1,1,['égalité'],[],[],"['téléphones', 'salle de classe', 'repos']",['cantine'],[],['foyer'],[],3
6e,Fille,2,2,3,0,2,2,1,2,['aucun'],['sport'],[],[],[],[],[],[],3
6e,Garçon,2,1,3,1,3,1,1,2,[],[],[],[],['cantine'],[],[],[],3
4e,Garçon,2,2,2,2,1,0,3,2,[],['sport'],[],['aucun'],[],[],['la cour'],['salle de classe'],0
4e,Garçon,2,2,3,1,2,2,2,2,[],[],[],[],[],[],[],[],3
3e,Garçon,3,2,3,1,1,2,0,2,[],"['environnement et solidarité', 'MUN']",['oral'],"['liberté', 'pause', 'heure creuse']",['cours de sport'],['longue journée'],['terrain'],['permanence'],2
3e,Garçon,2,1,2,3,1,2,0,2,[],['MUN'],[],['emplois-du-temps'],['pause'],['réveil'],['terrain'],['toilettes'],2
3e,Fille,2,1,2,1,1,1,1,0,['écoute'],"['MUN', 'sport']",['la cour'],['emplois du temps'],['pause'],['réveille'],"['la cour', 'terrain']",['toilettes'],2
3e,Fille,2,2,3,2,2,1,1,3,"['respect', 'communication']",['art et culture'],['aucun'],['règles'],"['relations profs-élèves', 'amis']","['fatigue', 'mauvaise humeur', 'incompris', 'prof crie', 'désaccord']",['classe'],['salle de classe'],2
3e,Fille,2,2,2,3,2,2,1,3,['communication'],"['sport', 'MUN']",[],['horaire'],['pause'],[],['la cour'],[],2
3e,Garçon,1,2,3,2,1,0,2,2,['respect'],"[""vie de l'établissement""]","[""cellule d'écoute""]",['clims'],"['la cour', 'cours intéressants']","['cantine', 'cours peu intéressants']",['préau'],['la cour'],2
5e,Garçon,1,2,3,1,0,1,1,3,[],"['MUN', 'art et culture']",[],[],[],[],[],[],1
3e,Garçon,1,2,3,3,2,1,1,2,[],['sport'],[],['salle de classe'],['rentrer chez moi'],['parler avec les gens de ma classe'],['ccc'],[],2
3e,Garçon,2,1,1,2,1,1,1,2,['respect'],['environnement et solidarité'],[],['aucun'],['rencontrer najate'],"['échecs', 'difficultés', 'conflits', 'tristesse', 'anxiété', 'incertitude', 'solitude']","['vestiaires', 'terrain']",[],2
3e,Fille,3,2,3,2,1,2,2,2,['respect'],['sport'],[],"['horaires', 'respect']",['activité sportive'],[],['ccc'],[],0
3e,Fille,2,1,2,0,1,1,1,2,['respect'],"['MUN', 'sport', 'projet pédagogiques', ""vie de l'établissement""]","['salle de classe', 'la cour']",['cantine'],"['projets scolaires', 'muns', 'voyages scolaires']",['deux heures consécutives'],['médiathèque'],['cantine'],2
3e,Garçon,1,2,1,0,2,1,1,1,['respect'],[],[],['menu'],"['amis', 'cours préférés']",[],"['permanences', 'la cour', 'cantine']",[],3
3e,Garçon,3,2,3,2,0,2,2,3,"['respect', 'écoute']","['MUN', 'projet pédagogiques']",[],['cantine'],"['récrées', 'projets scolaire']","['profs crient', 'rabaissent']","['médiathèque', 'toilettes']",[],2
3e,Garçon,2,2,2,2,1,2,2,2,"['confiance', 'communication', 'respect']",['MUN'],[],['climatisation'],"['la cour', ""fin d'année""]",['brevet blanc'],"['la cour', 'terrain']",[],2
3e,Fille,2,1,1,3,2,1,1,2,"['écoute', 'respect', 'dialogue', 'confiance']",[],['aucun'],['aucun'],"['fou rire', 'la cour']","['matin', 'réveil', 'devoirs']",[],[],2
3e,Fille,2,1,3,0,1,1,1,1,['respect'],"['sport', 'MUN', ""vie de l'établissement"", 'projet pédagogiques', 'environnement et solidarité', 'art et culture']",[],['circulation'],['muns'],[],['classe'],[],2
3e,Fille,1,1,3,1,1,1,0,1,"['modernité', 'calme', 'souplesse', 'confiance']",[],[],"['restrictions', 'règles', 'liberté', 'téléphones']","['sonnerie', 'voyage scolaire']","['classe', 'prof désagréable', 'matière ennuyeuse']",['ccc'],['permanences'],1
4e,Garçon,2,2,3,0,2,2,1,2,['respect'],['MUN'],[],"['horaires', 'strict', 'règles']","['voyage scolaire', 'rencontrée mes professeurs']","['cc', 'en retard', 'aller au toilettes']",['bancs'],['cc'],3
4e,Fille,3,2,3,3,2,2,2,2,[],[],['salle de classe'],[],[],[],[],[],0
4e,Garçon,3,2,2,1,2,2,2,2,[],"['MUN', 'projet pédagogiques', ""vie de l'établissement""]",[],"['climatisation', 'permanence', 'choix']",['amis'],"['permanence', 'cours avec mme zeroual']",['la cour'],['permanence'],0
4e,Fille,2,2,2,0,1,1,0,2,"['moments', 'discussion']",['projet pédagogiques'],['classe'],['climatisation'],['classe'],[],['médiathèque'],['salle de classe'],3
4e,Fille,2,2,2,2,2,2,2,2,[],[],[],[],[],[],[],[],0
4e,Garçon,1,1,2,1,1,0,0,2,[],[],[],['climatisation'],[],[],[],[],1
4e,Fille,2,2,2,0,2,2,2,2,"['communication', 'aise']",['sport'],[],['climatisation'],['récréation'],['cantine'],['recre'],['salle de classe'],3
4e,Garçon,2,2,3,2,2,2,2,2,['respect'],[],[],['climatisation'],['la cour'],['classe'],"['classe', 'cantine']",['salle de classe'],0
4e,Garçon,2,2,3,2,1,1,1,2,"['clarté', 'respect', 'bienveillance', 'écoute']","['sport', 'art et culture', 'projet pédagogiques']","['la cour', 'salle de classe']","['clim', 'horaires', 'devoirs']","['pause', 'perm']",['heures de colles'],[],[],2
4e,Fille,2,2,2,2,2,2,2,2,['aucun'],"[""vie de l'établissement"", 'MUN', 'MUN', ""vie de l'établissement""]",[],[],[],[],"['récrés', 'projet', 'cours de sport']","['classe', 'évaluation']",0
4e,Fille,2,2,2,0,2,2,1,2,[],,[],[],[],[],[],[],3
4e,Garçon,2,1,2,0,1,1,0,2,['respect'],"['environnement et solidarité', 'MUN']","['phare', 'vie scolaire']",['aucun'],"['pause', 'cours de maths']","[""cours d'arabe"", 'histoire géo arabe', 'pas autorisé à manger']","['ccc', 'la cour']",['espace'],1
4e,Garçon,2,1,1,2,1,1,1,2,[],[],"['la cour', 'classe']","['terrain', 'accès']",['avec mes amis'],['évaluation'],['la cour'],['salle de classe'],2
4e,Garçon,0,0,0,0,0,0,0,2,"['communication', 'écoute', 'respect', 'dialogue', 'confiance', 'discussion', 'salle de classe', 'la cour']",[],['recréation'],['activités'],['prof absent'],['évaluation'],['la cour'],['salle de classe'],1
4e,Garçon,3,2,3,2,1,1,0,2,['aucun'],['sport'],['aucun'],['aucun'],[],['flem'],[],[],2
4e,Fille,2,1,1,3,0,1,2,2,"['confort', 'discussion', 'réunion', 'salle de classe', 'paix', 'écoute']",[],[],['climatisation'],['clim'],['pas de clim'],[],[],2
4e,Garçon,2,1,2,2,1,2,2,2,['compréhension'],['art et culture'],['salle de classe'],['heures'],"['pauses méridienne', ""compétition avec l'as""]",['salle de classe'],"['foyer', 'la cour', 'salle de classe']",['salle de classe'],2
4e,Fille,3,2,2,3,2,2,2,3,"['dialogue', 'partage', 'avis', 'décision', 'discussion']","['sport', 'MUN', 'art et culture']",['salle de classe'],"['sport', 'cantine', 'nourriture', 'lycée']","['pause', 'cours dynamique']","['examens', 'cours ennuyeux']","['médiathèque', 'gymnase']","['permanence', 'salle de classe']",0
4e,Fille,2,1,2,2,2,2,1,3,[],['sport'],[],['liberté'],[],[],['classe'],[],2
4e,Garçon,1,1,2,0,1,1,1,2,['respect'],"['sport', 'MUN']",['heure de vie de classe'],['aucun'],['pause'],"[""matières que je n'apprécie pas""]",['bulle'],['salle de classe'],1
4e,Garçon,2,2,3,1,2,2,2,2,[],['sport'],['vie scolaire'],[],[],[],[],[],0
4e,Garçon,2,1,2,0,2,2,2,3,"['tolérance', 'respect']",[],[],"['climatisation', 'eau', 'cantine', 'horaires']",['cours de math'],"['cours de langue', ""cours d'art""]",['c.c.c'],[],3
4e,Garçon,2,2,3,1,2,2,0,2,['entente'],[],[],['écoute'],[],[],['terrain'],[],3
4e,Garçon,0,0,0,0,1,0,0,0,"['écoute', 'confiance', 'compréhension', 'justice']",[],[],['aucun'],"['bon prof', 'bonnes notes', 'révisions réussies']",[],"['classe', 'ccc']",['salle de classe'],1
4e,Garçon,1,2,2,0,1,1,1,2,['écoute'],['sport'],['aucun'],"['activités', 'permanence']",['la cour'],['cours de 2h'],['la cour'],['permanence'],3
4e,Fille,2,1,1,3,0,1,1,3,[],[],[],[],[],[],[],[],2
4e,Garçon,2,1,3,2,1,1,1,3,['écoute'],[],['classe'],"['liberté', 'parcours']",['cours libres'],['profs sévères'],['la cour'],['salle de classe'],2
4e,Garçon,2,1,2,3,1,1,2,2,[],[],[],[],[],[],[],[],2
4e,Fille,3,2,3,2,2,3,2,2,"['écoute', 'respect', 'dialogue']","['projet pédagogiques', 'sport']",[],"['liberté', 'choix', 'parcours']","['expression', 'liberté']",['sévérité'],['salle de classe'],['toilettes'],0
4e,Fille,3,2,2,0,2,2,1,3,"['calme', 'humilité']",['sport'],[],"['heures', 'flexible']","['pauses méridiennes', 'aller au ccc']",[],['ccc'],[],3
4e,Garçon,2,2,2,1,1,2,2,2,['communication'],"['MUN', 'art et culture', ""vie de l'établissement""]","['conseil de classe', 'cvc']","['clubs', 'théâtre', 'débat', 'sport', 'cuisine', 'écologie']",['avec amies'],['finis à 17h'],"['ccc', 'récrée']",['permanence'],2
4e,Fille,2,2,3,0,3,2,1,2,[],[],"['salle de classe', 'psychologue']",['climatisation'],['la cour'],"['cours compliqués', 'matin']",['classe'],['salle de classe'],3
4e,Fille,2,2,2,2,2,1,1,2,['écoute'],['projet pédagogiques'],['exposés'],[],[],[],[],[],2
4e,Fille,2,2,3,2,1,2,1,2,[],[],[],[],['rigole avec amis'],['échoue test'],"['madiatheque', 'permanence']",[],2
4e,Garçon,2,1,1,1,1,0,1,3,[],['MUN'],[],[],['muns'],[],"['ccc', 'la cour']",[],2
4e,Fille,3,2,3,2,1,1,2,2,[],['MUN'],[],[],[],[],[],[],0
4e,Garçon,2,1,0,0,1,0,0,2,[],['sport'],[],[],[],[],[],[],1
4e,Garçon,3,1,2,0,3,3,1,1,"['écoute', 'mutualité']",['projet pédagogiques'],['classe'],['aucun'],[],['aucun'],[],[],3
4e,Garçon,0,0,0,3,0,0,0,3,"['surveillants', 'disponibilité', 'encadrement']",[],[],"['aed', 'vie scolaire', 'buvettes', 'toilettes', 'balles']",['heures de permanence en extérieur'],['surveillants occupés'],"['médiatheque', 'extérieur']",['permanence'],1
3e,Fille,1,0,1,2,0,0,0,1,['compréhension'],[],[],[],[],[],[],[],1
4e,Fille,2,1,2,2,2,0,2,2,"['permanence', 'jeux', 'temps libre']","['art et culture', 'projet pédagogiques']",['aucun'],"['jeu', 'permanence']",[],"['sport', 'arts plastiques']",['ccc'],[],0
4e,Garçon,2,1,1,0,1,1,2,1,"['expression', 'écoute', 'respect', 'réponse', 'égalité']",['MUN'],[],['règlement'],"[""quand j'ai pas cours"", 'cours fini', 'vacances', 'récrés']",['cours de maths'],[],[],3
4e,Garçon,2,1,1,3,1,0,2,3,['aucun'],"['MUN', 'sport']","['salle de classe', 'séance de vie de classe']","['sièges', 'cantine', 'dresscode']","['la cour', 'cantine', 'vie de classe']",[],"['la cour', 'salle de classe', 'cantine']",[],2
4e,Fille,1,2,1,3,0,0,1,2,[],[],[],['tables'],['joue au foot'],['ne pas jouer au foot'],['dehors'],['permanence'],2
