niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables,cluster_kmeans
4e,Fille,2,2,3,2,3,2,1,1,['respect'],"['environnement et solidarité', 'art et culture']","['délégués', 'cvc', 'phare']","['écoute', 'autonomie']","['projets', 'got talent', 'concert', 'pauses méridiennes', 'cours de maths', ""fin d'année""]",[],"['la cour', 'auditorium']",['salle de classe'],0
5e,Garçon,2,1,3,2,0,3,2,2,"['écoute', 'dialogue']",['sport'],['la cour'],"['dialogue', 'confiance', 'écoute', 'respect']","['cour de récréation', 'cantine']",['salle de classe'],['classe'],[],2
5e,Fille,2,1,3,2,1,1,2,2,"['respect', 'écoute']",['MUN'],['aucun'],"['écoute', 'tolérance', 'pression', 'respect', 'sommeil']",['rire avec amis'],['cours ennuyants'],['la cour'],['salle de classe'],2
5e,Fille,2,3,3,0,1,2,3,3,"['acceptation', 'jugement']",[],[],"['queue', 'sortie']","['pauses déjeuner', 'travaux de groupes', 'médiathèque']","[""queue à l'avis scolaire"", 'cours longs sans pauses']","['la cour', 'allée', 'médiathèque']","['toilettes', 'cantine']",3
6e,Garçon,2,2,3,1,1,2,2,3,['aucun'],['sport'],['salle de classe'],"['français', 'récrées', 'compréhension', 'surveillants']","['récréation', 'pauses méridiennes', 'cours de sport']",['évaluation'],"['cantine', 'terrain', 'foyer', 'permanence']","['permanence', 'salle de classe']",3
5e,Fille,2,2,1,2,1,1,0,1,"['écoute', 'compréhension']","['sport', ""vie de l'établissement""]","['la cour', 'cantine']","['horaires', 'cantine', 'évaluation', 'téléphones']",['cantine'],['évaluation'],['classe'],['sals'],2
6e,Fille,2,1,0,2,2,1,1,2,"['calme', 'respect', 'écoute']","['sport', 'projet pédagogiques']",[],"['horaire', 'sommeil', 'concentration']",['professeurs absents'],"['commence à 7:45', 'fatiguant']",['salle de classe'],['salle de classe'],2
5e,Garçon,3,1,2,3,0,0,0,1,['énervement'],[],['aucun'],"['écoutes', 'responsables', 'désagréables']",[],['tabourets'],['ccc'],[],2
6e,Fille,3,3,3,0,2,2,3,3,['aucun'],[],"['la cour', 'cantine', 'permanence']",['fontaine'],['rencontres avec ami(e)s'],['malade'],[],[],0
5e,Garçon,2,2,3,0,0,0,1,1,[],[],[],[],[],[],[],[],3
5e,Garçon,2,2,3,3,1,2,2,1,[],['sport'],[],"['toilettes', 'basket', 'manger']",['bon emploi du temps'],[],['terrain'],['toilettes'],2
6e,Fille,1,2,2,0,0,2,0,2,[],[],[],"['voyage', 'équitable']",['discuter avec mes amis'],['cours ennuyeux'],[],"['ccc', 'permanence']",1
5e,Fille,1,2,1,1,1,1,1,1,"['confiance', 'dialogue', 'raisonnable']",['sport'],"['infirmerie', 'cpe', 'salle de classe']",['stricte'],['pause déjeuner'],"['évaluation', 'stress', 'angoisse']",['plantes'],['salle de classe'],2
5e,Fille,2,1,0,1,2,1,0,1,['aucun'],['art et culture'],['aucun'],['téléphone'],['absence des professeurs'],[],['classe'],[],3
6e,Garçon,3,0,1,1,0,0,3,3,"['écoute', 'arguments']",['art et culture'],['aucun'],"['aed', 'comportement', 'élèves']","['politesse', 'camarades']",[],[],[],2
6e,Fille,2,2,3,2,1,2,1,2,[],"[""vie de l'établissement""]",[],"['heures', 'colle', 'exclusion']",['heures creuses'],[],['la cour'],[],2
6e,Fille,3,2,2,2,0,1,1,3,"['espace', 'la cour']",['art et culture'],['classe'],['récréation'],"['bonnes notes', 'activités']",['mauvaises notes'],['ccc'],['classe'],2
6e,Fille,1,2,2,2,1,2,2,1,[],"['art et culture', 'sport']",[],"['empathie', 'harcèlement', 'gentillesse']","['sortie', 'avec ma meilleure amie']",['rappel de poids'],"['recréation', 'cantine', 'dehors']",['école'],2
5e,Fille,3,2,3,3,2,3,2,2,[],['sport'],[],"['casiers', 'confort', 'organisation']",[],[],"['la cour', 'ccc']",[],0
6e,Garçon,2,2,3,2,3,1,1,2,"['discussion', 'salle de classe']",['MUN'],['la cour'],['surveillant'],[],[],['la cour'],['cantine'],0
4e,Garçon,3,2,3,2,2,1,1,3,[],['MUN'],['la cour'],"['8h', '13h', 'activités', 'sportives', 'antistatiques', 'ludiques', 'après-midi']","['heures creuses', 'pause']",[],"['ccc', 'la cour']",[],0
4e,Fille,2,2,3,2,1,2,2,3,[],"['MUN', ""vie de l'établissement"", 'art et culture']",[],"['horaires', 'eau', 'qualité', 'desserts', 'entrées']",['amis'],"['classe', 'professeurs']","['la cour', 'médiatèque']",[],2
5e,Fille,2,1,3,2,2,2,2,2,"['écoute', 'confiance']","['art et culture', 'sport', 'projet pédagogiques']","['salle de classe', 'la cour', 'cellule phare']","['groupes', 'écoute', 'partage']",['amis'],['moquerie'],[],[],0
6e,Fille,3,2,3,2,0,0,1,2,"['écoute', 'compréhension']",['art et culture'],['aucun'],"['aed', 'sévères', 'crie']","['amies', 'profs absent']",[],['recrée'],[],2
5e,Fille,2,2,2,2,2,2,1,2,[],"['MUN', 'MUN']",[],['téléphone'],[],[],"['préau', 'bulle']",[],2
6e,Garçon,2,2,1,3,0,2,1,3,['gentillesse'],['MUN'],[],"['ligne', 'compréhension', 'cantine', 'récréation', 'horaires']",['pause'],['évaluation surprise'],"['foyer', 'permanence']","['toilettes', 'salle de classe']",2
5e,Fille,2,1,2,0,1,0,2,3,[],[],[],"['emplois', 'permanence', 'organisation', 'vestimentaire']","['adultes compréhensifs', ""beaucoup d'heures pour manger""]","['travail en permanence', 'pas de surveillance', 'ordinateur rangé', 'attente demi-pensionnaires']",['médiatheque'],"['cantine', 'toilettes']",3
6e,Fille,3,3,2,0,1,3,2,2,['aucun'],[],[],[],[],[],[],[],3
6e,Fille,2,3,2,1,2,2,2,2,[],['art et culture'],['classe'],"['barrière', 'surveillant', 'calme', 'toilettes']","['partir chez moi entre midi et deux', 'rentrer chez moi à 16 h']",['rester avec des personnes dans la classe'],"['couloir', 'permanence']",['rangs'],0
5e,Garçon,2,1,1,1,1,1,1,1,['respect'],['MUN'],[],['surveillant'],[],['tous'],['ccc'],['endroits'],2
6e,Fille,3,1,2,3,1,0,1,2,"['écoute', 'pédagogie']","['MUN', 'MUN', 'art et culture', ""vie de l'établissement""]","['massmun', 'osuimun']","['cpe', 'horaires', 'cartable', 'cahiers', 'pc']","['amis', 'foyer']","['réveil à 6h', 'sortir à 17h', 'covoiturage']",[],"['permanence', 'ccc']",2
5e,Fille,1,2,2,1,1,0,1,2,['aucun'],[],['aucun'],"['clims', 'horaires', 'parasols', 'bancs']",[],"['queue à la cantine', 'soleil']","['toilets', 'ccc']",['permanence'],3
6e,Fille,2,1,3,0,1,3,2,2,['aucun'],[],['aucun'],['permanence'],[],['cpe'],[],"['ccc', 'permanance']",3
6e,Garçon,1,2,0,2,0,1,0,2,['organisation'],['sport'],[],"['temps', 'interclasses']",['pause'],['salle de classe'],['ccc'],['salle de classe'],1
5e,Garçon,1,1,2,1,1,0,1,0,"['tolérance', 'compréhension']","[""vie de l'établissement""]",[],['horaires'],"['musculation', 'mma']",['école'],['foyer'],['permanence'],1
5e,Fille,2,2,1,2,2,2,0,3,[],['sport'],[],['horaires'],['fin des cours'],['rentre en cours'],['cantine'],['classe'],2
5e,Garçon,2,3,2,2,2,2,2,3,"['écoute', 'dialogue']",['projet pédagogiques'],['vie de classe'],"['circulation', 'compétition']","['amis', ""rubik's cube""]","['classe', 'français']","['ccc', 'permanence']","['la cour', 'permanence']",0
6e,Fille,2,2,2,1,3,2,2,2,[],['projet pédagogiques'],"['salle de classe', 'classe']","['horaires', 'pause', 'synchronisation']",[],[],['la cour'],[],0
5e,Garçon,2,2,2,1,2,2,1,2,['respect'],['sport'],[],['aucun'],['pause'],['cours de 2h'],"['ccc', 'permanence']",['classe'],3
6e,Fille,1,3,1,2,1,2,1,2,"['compréhension', 'écoute', 'discussion', 'médiation']","['art et culture', 'projet pédagogiques']",['classe'],"['respect', 'autorité', 'justice', 'égalité']","['ccc', 'livre', 'silence', 'discipline']","['évaluation', 'stress']",['ccc'],['escalier'],2
5e,Fille,2,2,2,1,2,2,0,1,['respect'],['sport'],[],['horaires'],['la cour'],[],[],[],3
6e,Fille,2,2,2,2,0,1,1,3,"['intégration', 'conseils de classe']","['art et culture', ""vie de l'établissement""]",['la cour'],"['surveillants', 'ccc', '3èmes']",['bonnes notes'],"['mauvaises notes', 'cantine']",['ccc'],"['couloirs', 'salle de classe']",2
6e,Fille,2,1,1,0,0,0,0,1,[],['art et culture'],[],"['heures', 'bienveillance', 'respect']",['heures creuses'],['bureau du cpe'],"['permanences', 'la cour']","['salle de classe', 'ccc']",1
6e,Fille,2,1,2,3,1,1,0,2,[],['sport'],[],"['chaises', 'confort']",['cantine'],['ds commun'],['lycée'],['salle de classe'],2
5e,Garçon,3,2,3,2,3,3,2,3,['aucun'],"['sport', 'projet pédagogiques']",[],['aucun'],['récréation'],['évaluation régulière'],"['classe', 'class']",[],0
5e,Garçon,3,2,3,0,3,2,2,3,"['échange', 'respect']",[],[],['horaires'],"[""fin de l'année""]",['commence les cours'],['ccc'],['permanence'],0
5e,Fille,2,1,3,2,2,1,0,2,[],['sport'],['aucun'],"['foot', 'horaires', 'téléphones']","['finir les cours', 'week-end']","[""partir à l'école""]",['cantine'],['classe'],2
6e,Fille,2,2,2,0,3,2,3,3,['aucun'],[],"['professeur', 'aed']",[],['cours que tu adores'],[],[],[],0
5e,Fille,1,1,2,3,0,0,0,2,"['écoute', 'amabilité']","['art et culture', 'sport', ""vie de l'établissement"", 'sport']",['aucun'],"['téléphone', 'pause', 'classe']","['récréation', 'pose déjeune']",[],['table'],[],2
4e,Fille,3,2,3,3,1,1,3,1,['aucun'],['art et culture'],[],"['pcs', 'dehors']","['ccc', 'scène slam']",[],"['ccc', 'la cour', 'couloirs', 'auditorium']",[],0
6e,Fille,2,1,3,0,2,1,1,1,"['écoute', 'discussion']",[],"['salle de classe', 'cpe']",['voyages'],"['amis', 'cours intéressants', 'projets']","['trop de devoirs', 'disputes', 'punitions']",['ccc'],['la cour'],3
5e,Garçon,2,1,3,0,1,0,1,0,['délégués'],[],[],"['règles', 'escalier', 'temps']",['avant cours facile'],[],['salle de classe'],"['classe', 'cantine']",3
6e,Fille,2,3,3,1,1,1,1,3,['respect'],['projet pédagogiques'],[],"['gentillesse', 'accès', 'terrain', 'activités']",['rigole avec mes amies'],"['camarades désagréable', 'mauvaises notes']","['la cour', 'salle de classe', 'ccc']","['salle de classe', 'salle de classe']",3
6e,Fille,2,0,2,3,0,1,0,3,['parler'],"['art et culture', ""vie de l'établissement""]",['classe'],['propreté'],['récréation'],['ds commun'],['allée'],['salle de classe'],1
5e,Fille,2,3,3,2,1,2,3,2,[],"[""vie de l'établissement""]",['salle de classe'],['queues'],['2h de pause pour manger'],['1h pour manger'],"['la cour', 'allée']",[],0
4e,Fille,0,1,1,0,2,1,1,2,"['respect', 'échange', 'confiance', 'transparence']",[],[],"['climatiseurs', 'espaces', 'détente']",['sorties scolaires'],['tensions en classe'],"['la cour', 'cdi']",['salle de classe'],1
5e,Garçon,1,2,2,1,1,0,1,2,[],['MUN'],[],"['liberté', 'amusement']",['tournoi de badminton'],"['ignoré', 'moqué']","['foyer', 'ccc']",[],2
6e,Fille,0,1,1,2,1,1,0,1,['aucun'],['sport'],['aucun'],"['système', 'soutien', 'trilangue']","[""sortie de l'école""]",[],['ccc'],['permanence'],1
5e,Garçon,3,2,3,2,0,0,1,2,['aucun'],[],[],"['tables', 'ombre', 'chaises', 'dossier', 'activités', 'la cour']",['permanence extérieure'],['surveillants'],['ccc'],[],2
4e,Garçon,2,2,2,1,1,1,1,3,"['gentillesse', 'respect']","[""vie de l'établissement""]","['la cour', 'vie scolaire', 'salle de classe']","['activités', 'tms', 'réservation', 'manger', 'écouter', 'problèmes']","['professeur absent', 'heure de libre', 'pause', 'finir plus tôt']","['cours rajoutés', 'déplacement de cours', 'heure creuse', 'punition', 'finir à 17h', 'beaucoup de devoirs']",['la cour'],['la cour'],2
5e,Fille,2,2,2,2,1,1,2,2,"['écoute', 'respect']","['MUN', 'sport']",['aucun'],"['horaire', 'égalité']","['récrés', 'pause déjeuner']","['premier cours à 7h45', 'certains cours', 'profs qui favorisent', 'profs qui ignorent']","['bancs', 'cantine']",['salle de classe'],2
5e,Fille,2,2,2,0,0,1,0,2,[],[],[],['chaises'],['moments avec mes copines'],[],[],[],1
6e,Fille,2,2,3,0,2,1,1,2,['écoute'],[],['aucun'],"['fontaine', 'eau']",[],['mauvaises notes'],['ccc'],[],3
5e,Garçon,2,2,1,3,1,0,1,1,[],"['sport', ""vie de l'établissement""]",[],['liberté'],"['récréation', 'cantine']",['éval'],['salle de classe'],['toilette'],2
6e,Garçon,3,3,3,3,2,2,3,3,['aucun'],"['projet pédagogiques', 'art et culture', 'sport']",['la cour'],"['jeux', 'foyer', 'horaires']","['foyer', 'amis']","['rien à faire', 'foyer fermé']","['foyer', 'ccc', 'permanence']",['permanence'],0
6e,Fille,2,0,1,3,0,0,0,2,"['écoute', 'gentillesse', 'sécurité', 'respect']","['sport', ""vie de l'établissement""]",['aucun'],['aucun'],"['salle de détente', 'ccc', 'amies', 'jouer', 'rigoler']","['classe', 'bousculades', 'cpe', 'élèves en 3ème', 'profs', 'heures de colles', 'observations', 'pronote', 'badges']","['ccc', 'salle de classe']",[],1
5e,Fille,3,2,3,3,3,3,3,3,[],"['MUN', 'sport', 'art et culture']","['la cour', 'cantine', 'salle de classe']","['notation', 'liberté', 'expression']",['fin des cours'],['évaluation'],"['la cour', 'ccc']","['salle de classe', 'bulle']",0
6e,Garçon,2,2,2,1,1,2,3,3,[],['sport'],['cpe'],['harcèlement'],['fin des cours'],"[""file d'attente au réfectoire""]",['ccc'],['refectoir'],0
5e,Fille,3,2,2,2,1,1,1,2,['aucun'],"[""vie de l'établissement"", 'sport']","['recréation', 'cantine']","['heures', 'classe', 'pause']",['pause'],"['queue', 'permanence', 'toilettes']","['cantine', 'la cour']",['toilette'],2
5e,Fille,1,2,2,2,2,0,0,3,"['communication', 'écoute', 'boîte']","['art et culture', 'sport', ""vie de l'établissement""]",[],"['séries', 'films', 'jeux', 'chaises', 'lignes', 'kiosque', 'librement', 'médiathèque', 'horaires']",['rire avec mes amies'],['élèves mauvais'],['fauteuils'],"['escaliers', 'sol', 'chaises']",2
5e,Garçon,3,2,3,3,0,0,2,2,[],['sport'],[],"['tabourets', 'activités', 'samedi', 'piscine', 'gymnase', 'plateaux']","['amis', 'vendredi après-midi']","['observation', 'heure de colle']","['bulle', 'ccc']",[],2
5e,Fille,2,1,2,2,1,1,1,2,[],['projet pédagogiques'],[],['punitions'],['rigole avec mes amis'],"['punitions', 'mauvaise notes']",['classe'],[],2
5e,Garçon,2,2,2,0,3,3,1,2,"['jeux', 'bonne humeur']",[],['récrée'],['travail'],['la cour'],[],['récrée'],[],3
6e,Garçon,3,2,2,2,1,1,0,3,[],['sport'],[],"['sport', 'foot', 'punition']","['amis', 'prof absent']","['insultes', 'observation', 'heure de colle']",['terrain'],['permanence'],2
6e,Fille,2,2,3,2,2,2,1,2,"['dialogue', 'liberté', 'sincérité', 'expression']",['sport'],[],"['ventilateur', 'fontaine']","['pause', 'amies']","['classe', 'bousculades']",['cantine'],[],2
6e,Fille,2,2,3,0,2,2,2,3,[],[],[],[],[],[],[],[],3
5e,Fille,2,2,2,2,1,1,2,1,"['compréhension', 'écoute', 'respect']",['sport'],[],"['chaises', 'climatisation', 'toilettes', 'activités', 'respect', 'tenue', 'horaires']","['heure creuses', 'bonnes notes', 'pas cours', 'fini tôt']",[],"['permanences', 'salle de classe']","['permanences', 'toilettes']",2
6e,Fille,2,2,2,0,2,2,2,2,[],[],[],"['ventilateur', 'fontaine']",['pause'],[],['poses'],[],3
6e,Garçon,2,1,1,2,1,0,1,2,"['écoute', 'explication']",['projet pédagogiques'],[],['climatisation'],['aucun'],['prof qui gronde'],[],['salle de classe'],2
5e,Garçon,2,2,2,2,2,2,1,2,[],"['art et culture', 'environnement et solidarité', ""vie de l'établissement"", 'sport']",[],[],[],[],[],[],2
4e,Fille,2,2,2,0,1,1,1,2,[],[],[],[],['la cour'],['classe non solidaire'],['médiathèque'],['cantine'],3
5e,Fille,2,3,3,2,2,2,2,3,[],"['MUN', 'sport']",['la cour'],['jeu'],['avec mes amis'],[],[],[],0
5e,Garçon,2,2,2,0,3,3,2,3,['aucun'],[],['la cour'],"['pc', 'installer']","['parler entre amis', 'manger ensemble']","['évaluation', 'stresse pour note']","['la cour', 'grillage', 'préau']",[],3
6e,Fille,2,2,2,3,1,1,2,3,"['écoute', 'arguments']","['MUN', ""vie de l'établissement""]",[],"['casiers', 'classe', 'langue']","['récréation', 'réfectoire', 'fin des cours']",['certains cours'],"['ccc', 'foyer', 'permanences', 'dehors']",['salle de classe'],2
6e,Fille,2,2,2,2,1,1,2,3,"['écoute', 'arguments']","['projet pédagogiques', ""vie de l'établissement""]",[],"['casiers', 'emploi']","['récréation', 'réfectoire', 'fin des cours']",['certains cours'],"['la cour', 'foyer']",[],2
6e,Fille,2,2,3,3,3,3,1,3,[],['sport'],"['vie scolaire', 'cpe', 'prof', 'ca', 'responsables phares']",['extérieur'],"['classe', 'pause']",[],['terrain'],['récréation'],0
4e,Fille,1,1,1,2,2,1,0,2,"['santé', 'écoute', 'compréhension']","['MUN', 'art et culture']",['aucun'],"['système', 'professeur']","['amies', 'seul']","['stress', 'notes', 'moyenne', 'non voulu']",[],[],2
5e,Fille,2,2,3,0,2,2,1,2,['empathie'],[],['aucun'],['toilettes'],['poses'],[],['la cour'],[],3
5e,Fille,0,0,0,2,0,0,0,0,['aucun'],"['sport', ""vie de l'établissement""]",[],[],[],[],[],[],1
5e,Fille,2,2,2,2,1,1,1,2,[],['sport'],['la cour'],['charge'],['la cour'],['très longues journées'],['la cour'],[],2
5e,Garçon,2,2,2,2,1,1,1,2,"['écoute', 'suggestions', 'commentaires']",['art et culture'],"['professeur', 'aed']","['téléphones', 'surveillants']",['heures creuses'],['3 dernières heures des après-midi'],"['ccc', 'permanence']","['toilettes', 'la cour']",2
6e,Fille,2,2,2,0,2,3,2,2,['aucun'],[],[],"['gaming', 'nourriture', 'cinéma']","['dort devant la télé', 'mangeant']",['travaille'],['lit'],['toilette'],3
6e,Fille,2,2,3,1,2,2,1,3,[],['sport'],['recréation'],"['horaires', 'fatigue']",['la cour'],['heures de colle'],"['terrain', 'la cour']",['piscine'],3
5e,Fille,2,2,2,2,1,1,1,2,['aucun'],[],['aucun'],"['charge', 'finir', 'commencer']","[""sortie de l'école""]",['évaluation'],['la cour'],[],2
5e,Fille,2,1,1,1,1,1,1,2,[],['MUN'],[],"['clims', 'téléphone']",['la cour'],['classe'],"['médiathèque', 'salle de classe']",[],2
5e,Garçon,2,3,3,1,1,2,2,3,['encouragements'],[],['la cour'],['horaires'],['amis'],['cries dessus'],['la cour'],['salle de classe'],3
5e,Fille,2,1,3,0,1,2,0,2,"['respect', 'sanctions']",[],[],"['stress', 'charge', 'respect', 'compréhension', 'sanctions', 'écoute']","['apprendre', 'intéressant']","['évaluation', 'cours ennuyeux']",[],[],1
4e,Fille,3,3,3,2,2,2,2,3,['aucun'],"['art et culture', 'MUN']",[],"['salle de classe', 'repos', 'fauteuils', 'confortables', 'discuter', 'utilité']","['pause', 'certains cours']",['évaluation'],"['classe', 'médiathèque']",['permanences'],0
5e,Garçon,2,1,0,2,3,0,0,1,"['écoute', 'patience', 'dialogue', 'présence', 'disponibilité']","['art et culture', 'projet pédagogiques']",[],"['autorité', 'organisation', 'respect', 'cantine']","['pause', 'heures creuses', 'fin de la journée']","['classe', 'queue pour la cantine', 'examens']","['perm', 'ccc']",['permanence'],2
4e,Fille,3,2,2,2,2,1,1,2,['écoute'],"['art et culture', ""vie de l'établissement""]","['cpe', 'délégué', 'cvc']","['sanctions', 'sévérité']","['amis', 'travailler', 'apprendre']",['réveiller tôt'],"['classe', 'salle de classe']",[],0
5e,Garçon,2,1,2,1,1,1,2,2,"['honnêteté', 'confiance']","[""vie de l'établissement""]",[],['expression'],['la cour'],"[""cours d'espagnol""]",[],[],3
4e,Garçon,2,0,1,0,1,0,1,2,"['communication', 'bienveillance', 'écoute']",[],['salle de classe'],[],[],[],[],[],1
5e,Fille,2,2,3,3,1,0,1,2,"['confiance', 'dialogue', 'écoute']","['sport', 'MUN', 'MUN']",[],"['climatisation', 'récréation', 'emploi', 'horaires', 'devoirs', 'cartables']",['la cour'],"['professeurs', 'évaluation', 'journées interminables', 'dress code', 'salles non climatisées', 'récréations trop courtes', 'vie scolaire', 'surcharge de devoirs', 'cartables trop lourds']","['médiathèque', 'la cour', 'cantine']","['salle de classe', 'permanences', 'queue']",2
6e,Fille,3,2,3,2,2,2,2,2,"['communication', 'bienveillance', 'non-violence', 'climat', 'salle de classe', 'respect']",['MUN'],"['salle de classe', 'classe']","['clim', 'espaces', 'classe']","['sport', 'salle de classe']",['évaluation'],"['classe', 'médiathèque', 'foyer']",['salle de classe'],0
4e,Garçon,2,1,2,2,2,2,1,2,"['compréhension', 'expression', 'écoute']",['sport'],"['amis', 'professeur']","['jeux', 'évaluation']","['vacances', 'jeux']","['évaluation', 'ds', 'commun']","['permanence', 'recré']",['salle de classe'],2
6e,Fille,2,2,2,3,3,3,3,3,"['communication', 'compréhension', 'empathie']","['art et culture', 'sport', 'projet pédagogiques']","['foyer', 'permanence', 'endroit']",['aucun'],"['apprendre', 'voir mes amies']","['leçon incomplète', 'projet non terminé', 'objectifs non atteints']","['la cour', 'ccc', 'auditorium', 'cave']",['salle de classe'],0
6e,Garçon,0,0,0,2,0,0,2,2,"['respect', 'écoute']","['projet pédagogiques', 'sport']",[],"['écoutés', 'horaires', 'devoirs', 'organisation']","['foot', 'foyer', 'cours de français']",[],[],[],1
4e,Fille,1,1,2,0,3,1,2,3,"['vocabulaire', 'modération', 'écoute', 'respect']",[],[],"['cantine', 'temps']","['amis', 'rigole']",['cantine'],"['classe', 'cantine']",[],3
5e,Garçon,3,2,3,1,3,1,0,3,[],['MUN'],['tout'],['clims'],['récréation'],['classe'],['extérieurs'],['salle de classe'],3
5e,Garçon,1,2,0,1,1,0,1,3,[],['sport'],['aucun'],"['la cour', 'horaires']",[],[],['permanence'],['salle de classe'],2
4e,Fille,2,1,2,2,1,1,1,3,"['réalisation', 'résolution', 'action', 'engagement']","['MUN', 'sport', 'projet pédagogiques']",[],"['salle de classe', 'repos', 'cantine', 'manger']","['amuse', 'amies']","['cantine', 'mange tôt', 'attente', 'plus rien à manger']",['la cour'],['permes'],2
5e,Garçon,2,2,1,2,2,1,2,2,"['écoute', 'modération', 'animation']","['MUN', 'art et culture']","['la cour', 'travail en groupe', 'classe']","['animation', 'salle de classe', 'motivation']","['travail en groupe', 'permanences']",['classe'],"['ccc', 'permanence']",['salle de classe'],0
3e,Garçon,3,2,3,2,2,2,3,3,"['votes', 'avis', 'décision']",['environnement et solidarité'],[],[],[],[],[],[],0
3e,Fille,2,0,0,2,1,1,0,2,['respect'],"['sport', ""vie de l'établissement""]",[],"['permanence', 'choix']",['pause'],['heure creuse'],['terrain'],['permanence'],1
3e,Fille,2,1,1,2,1,1,2,2,[],[],[],[],[],[],[],[],2
3e,Fille,0,0,0,1,0,0,0,0,"['écoute', 'respect']",[],[],"['respect', 'stigmate']",['pause'],['classe'],[],[],1
3e,Garçon,2,2,2,1,1,1,1,1,['écoute'],[],['profs'],"['vie scolaire', 'communication']",['sans stress'],['comprendre rien en cours'],['terrain'],[],3
3e,Garçon,2,2,3,0,2,1,3,2,"['gentillesse', 'compréhension']",[],[],['aucun'],['récréation'],['heures de colles'],['classe'],['permanence'],3
3e,Fille,2,1,1,2,1,1,1,1,[],[],[],[],[],['interrogation'],[],[],2
4e,Garçon,3,2,3,0,2,1,2,2,['sérieux'],[],[],[],['pauses méridienne'],[],[],[],3
3e,Garçon,3,2,3,3,1,2,3,3,['respect'],"['art et culture', ""vie de l'établissement""]",['salle de classe'],"['harcèlement', 'comportements']",['cours intéressants'],['cours pas intéressants'],"['allée', 'cantine']",['salle de classe'],0
3e,Fille,2,1,3,1,2,2,2,2,"['compréhension', 'écoute']",['sport'],[],"['cantine', 'nourriture', 'clim', 'odeur']",['avec mes amis'],"['profs', 'règlement', 'cantine', 'nourriture']","['médiathèque', 'la cour', 'cantine']",[],3
3e,Fille,2,0,1,3,2,1,0,0,[],"['MUN', 'sport', 'sport', 'art et culture', 'art et culture']",[],[],[],[],[],[],2
3e,Fille,1,0,0,3,0,0,2,1,[],[],[],"['strict', 'écoute', 'sincérité']","['amis', 'activités']",[],['couloir'],[],1
3e,Garçon,2,2,3,0,2,2,1,2,['aucun'],[],[],['clims'],['amis'],['evals'],[],[],3
3e,Fille,1,2,1,2,1,1,0,1,[],"['sport', 'art et culture']",[],[],[],[],[],[],2
3e,Garçon,3,2,3,0,2,0,3,2,"['écoute', 'salle de classe']",[],[],['aucun'],['pause'],['test'],['permanence'],['cantine'],0
3e,Fille,2,2,3,1,1,2,1,1,"['écoute', 'consultation']",['art et culture'],['aucun'],['aucun'],['bonne note'],['mauvaise note'],['plage'],['classe'],2
3e,Garçon,2,2,3,2,0,0,1,2,"['blog', 'dialogue', 'écoute', 'interaction']","['sport', 'MUN']",['aucun'],"['balle', 'soutien']","['classe', 'as', 'interaction sociale']",['évaluation'],['structures'],['salle de classe'],2
3e,Fille,3,2,2,3,2,2,3,3,[],['MUN'],['salle de classe'],[],"['évènements', 'voyage']",[],[],[],0
3e,Garçon,2,1,2,3,2,1,1,2,[],"[""vie de l'établissement""]",[],['aucun'],['avec mes amis'],[],['foyer'],['salle de classe'],2
3e,Fille,2,2,1,3,1,2,1,1,"['humour', 'tolérance']",['art et culture'],[],[],[],[],[],[],2
3e,Fille,3,3,3,0,3,3,2,3,['respect'],[],['cellule'],['clime'],['la cour'],['cours à 7h45'],['récrée'],['classe'],0
3e,Fille,2,1,2,2,1,1,1,2,[],"['MUN', 'environnement et solidarité', 'sport', 'art et culture']",[],"['accès', 'terrain', 'sportif']",['récrés'],"[""cours d'histoire géo""]","['la cour', 'terrain', 'salle de classe']",['permanences'],2
3e,Garçon,2,0,2,3,0,0,0,2,"['respect', 'prise de parole', 'décision']",['MUN'],[],"['communication', 'staff', 'organisation', 'sortie', 'garde', 'relation']",['aucun'],['aucun'],[],[],1
3e,Fille,3,1,2,3,2,1,1,3,['écoute'],"['MUN', ""vie de l'établissement""]",['cours de récréation'],"['perm', 'repos']",['pause'],['classe'],['classe'],['salle de classe'],2
3e,Fille,2,1,2,1,1,1,1,2,[],['MUN'],[],[],[],[],['ccc'],[],2
3e,Garçon,2,1,2,0,3,2,1,0,['tolérance'],[],[],[],[],[],[],[],3
3e,Fille,3,2,3,2,3,2,1,2,[],"['environnement et solidarité', 'sport', ""vie de l'établissement""]",['aucun'],"['cantine', 'perm']",['heures de permanences'],"['surveillants', 'cantine']",['dehors'],[],0
3e,Fille,2,3,3,3,2,1,2,2,['compréhension'],['art et culture'],[],[],"['la cour', 'cantine']",[],"['ccc', 'la cour']",[],0
3e,Garçon,2,2,1,0,1,1,3,1,['respect'],[],['salle de classe'],['aucun'],"['récréation', 'travail en groupe', 'voyages']",[],['la cour'],[],3
3e,Garçon,3,2,3,2,2,3,2,1,[],['art et culture'],[],[],[],[],[],[],0
3e,Fille,1,0,1,3,0,0,0,1,"['écoute', 'justification']","['MUN', ""vie de l'établissement""]",[],"['pédagogue', 'écouter', 'horaires', 'emploi']",['chez moi'],"['classe', 'heures de repos']","['la cour', 'cantine']",[],1
